x,y,t,p
121,134,403012618,-1
135,162,403012629,-1
105,148,403012632,-1
61,101,403012636,-1
31,54,403012643,-1
54,100,403012663,1
65,79,403012665,1
64,94,403012677,1
69,91,403012699,-1
111,152,403012706,1
54,103,403012715,-1
63,163,403012724,-1
39,150,403012725,-1
32,139,403012726,-1
49,78,403012751,-1
51,100,403012765,1
66,91,403012794,1
80,159,403012825,-1
37,69,403012825,-1
31,84,403012831,-1
47,96,403012848,1
68,80,403012874,1
37,57,403012886,1
68,92,403012911,-1
26,134,403012925,-1
64,133,403012930,-1
66,159,403012931,-1
87,142,403012953,1
25,55,403012962,-1
65,123,403013010,-1
72,120,403013018,-1
52,102,403013018,-1
69,122,403013022,-1
25,54,403013030,-1
70,137,403013030,-1
58,102,403013032,-1
66,79,403013033,1
58,99,403013040,1
52,100,403013044,1
50,69,403013057,-1
48,97,403013084,1
53,102,403013105,-1
55,105,403013122,-1
114,144,403013130,-1
42,67,403013142,-1
14,63,403013146,1
89,97,403013221,1
51,102,403013287,-1
61,99,403013288,-1
53,116,403013375,-1
69,124,403013375,-1
83,138,403013376,-1
67,94,403013386,-1
59,145,403013392,-1
84,178,403013396,-1
33,67,403013397,1
56,100,403013404,1
121,130,403013412,-1
121,130,403013414,-1
24,46,403013415,1
45,51,403013438,1
49,97,403013467,1
64,79,403013506,1
108,152,403013534,-1
119,135,403013557,1
52,99,403013562,1
64,95,403013564,1
67,89,403013571,1
46,144,403013573,-1
14,61,403013608,1
60,154,403013619,-1
91,119,403013620,1
62,100,403013623,-1
62,97,403013646,1
121,131,403013655,1
67,164,403013671,1
67,80,403013685,1
14,64,403013736,1
47,98,403013739,1
14,56,403013756,1
65,93,403013790,1
36,88,403013802,-1
92,89,403013807,-1
69,90,403013808,-1
60,120,403013812,-1
56,106,403013818,-1
63,96,403013825,1
72,166,403013856,1
89,141,403013877,1
77,174,403013886,1
74,170,403013930,1
68,90,403013937,1
85,152,403013979,1
89,150,403013988,1
35,178,403014003,-1
68,93,403014007,-1
64,159,403014008,-1
63,162,403014015,-1
105,108,403014017,-1
62,96,403014054,1
26,45,403014086,1
25,67,403014107,-1
57,98,403014127,1
76,170,403014158,1
119,125,403014167,-1
14,58,403014179,1
26,66,403014179,-1
28,43,403014190,1
41,79,403014196,-1
48,74,403014197,-1
68,108,403014225,-1
83,153,403014233,1
14,55,403014242,1
105,142,403014290,-1
54,79,403014335,-1
92,154,403014342,1
61,96,403014357,1
68,147,403014375,1
103,155,403014390,-1
77,128,403014390,-1
28,82,403014399,-1
70,81,403014413,1
48,59,403014417,-1
76,112,403014419,-1
48,55,403014422,1
47,127,403014422,-1
64,93,403014435,1
34,67,403014443,1
60,97,403014523,1
94,142,403014529,1
60,98,403014535,1
52,79,403014554,-1
67,79,403014563,1
49,54,403014581,1
120,126,403014622,1
48,73,403014630,-1
43,68,403014637,-1
63,95,403014666,1
53,98,403014676,1
86,143,403014726,1
70,88,403014734,-1
49,73,403014749,-1
120,137,403014767,-1
24,57,403014832,-1
73,148,403014842,-1
14,65,403014850,1
59,78,403014926,-1
71,134,403014933,-1
75,165,403014968,1
39,71,403014968,-1
67,90,403014982,1
68,89,403014983,1
94,144,403015014,1
78,124,403015026,-1
48,81,403015027,-1
67,93,403015034,-1
21,49,403015083,1
65,90,403015091,1
71,163,403015122,-1
71,163,403015124,-1
71,163,403015126,-1
122,94,403015129,-1
78,126,403015145,-1
17,48,403015153,1
67,163,403015154,1
76,168,403015211,1
83,154,403015218,1
27,81,403015223,-1
59,101,403015223,-1
67,126,403015225,-1
21,46,403015233,1
14,54,403015262,1
14,62,403015288,1
67,95,403015317,-1
59,142,403015320,-1
44,52,403015385,1
103,143,403015418,-1
44,141,403015420,-1
47,146,403015423,-1
54,70,403015475,-1
14,60,403015488,1
40,53,403015497,1
110,154,403015513,1
50,81,403015519,-1
25,79,403015524,-1
53,70,403015528,-1
51,99,403015574,1
92,148,403015588,1
83,133,403015620,-1
87,123,403015621,-1
22,159,403015623,-1
59,148,403015630,-1
77,86,403015643,1
119,126,403015647,1
101,165,403015694,1
53,100,403015703,1
83,146,403015713,1
69,141,403015715,-1
48,72,403015717,-1
22,62,403015718,-1
111,99,403015731,-1
42,82,403015748,-1
106,159,403015768,1
54,98,403015769,1
68,164,403015770,1
84,159,403015804,1
31,153,403015810,-1
57,101,403015816,-1
83,156,403015842,1
41,52,403015853,1
76,86,403015865,1
70,89,403015913,-1
105,153,403015914,-1
130,109,403015916,-1
75,122,403015919,-1
60,100,403016009,-1
71,133,403016016,-1
102,156,403016019,-1
41,66,403016022,-1
113,143,403016030,1
31,52,403016036,-1
22,46,403016047,1
67,88,403016049,1
38,55,403016089,1
101,164,403016106,1
108,101,403016114,-1
41,78,403016114,-1
110,2,403016115,-1
115,141,403016137,1
16,49,403016190,1
83,160,403016201,1
26,179,403016215,-1
53,73,403016225,-1
54,78,403016259,-1
85,155,403016260,1
53,99,403016285,1
89,151,403016286,1
24,61,403016307,-1
79,125,403016310,-1
83,128,403016313,-1
54,102,403016319,-1
88,146,403016337,1
21,45,403016373,1
36,68,403016408,-1
89,92,403016409,-1
41,58,403016412,-1
32,47,403016417,-1
66,84,403016419,-1
90,130,403016419,-1
71,124,403016420,-1
110,153,403016436,1
68,92,403016440,-1
36,60,403016478,1
44,82,403016487,-1
85,153,403016503,1
84,163,403016509,1
94,135,403016511,-1
40,81,403016511,-1
59,128,403016512,-1
120,91,403016513,-1
72,85,403016520,-1
20,51,403016549,1
83,155,403016553,1
69,78,403016575,1
103,107,403016607,-1
55,99,403016608,1
42,64,403016609,-1
45,96,403016610,-1
35,87,403016615,-1
71,96,403016616,-1
70,150,403016617,-1
102,97,403016617,-1
105,154,403016624,-1
65,124,403016632,-1
51,101,403016649,-1
23,59,403016654,-1
116,140,403016684,1
88,92,403016710,-1
46,68,403016741,1
52,78,403016755,-1
47,57,403016807,1
42,81,403016812,-1
71,89,403016815,-1
63,94,403016835,1
50,98,403016840,1
42,52,403016861,1
41,81,403016897,-1
21,62,403016910,-1
99,117,403016915,-1
60,157,403016924,-1
66,95,403016935,-1
32,51,403016945,-1
57,99,403016960,1
14,67,403016960,1
68,88,403016990,1
25,70,403016996,-1
81,164,403016997,-1
69,137,403017002,-1
53,102,403017002,-1
28,177,403017008,-1
22,61,403017010,-1
79,155,403017021,-1
82,165,403017059,-1
117,141,403017092,1
55,102,403017096,-1
120,136,403017099,1
48,71,403017103,-1
43,84,403017118,-1
37,56,403017159,1
73,132,403017194,-1
55,72,403017207,-1
64,92,403017218,1
33,72,403017283,-1
41,72,403017295,-1
26,63,403017326,-1
52,98,403017327,1
24,78,403017331,-1
15,52,403017346,1
74,163,403017356,1
95,103,403017375,-1
0,142,403017379,-1
93,116,403017391,-1
108,158,403017423,1
49,61,403017471,-1
57,142,403017477,-1
104,108,403017484,-1
121,133,403017557,1
58,101,403017561,-1
56,102,403017588,-1
45,142,403017594,-1
21,48,403017633,1
51,72,403017651,-1
104,142,403017655,-1
50,150,403017661,-1
31,43,403017673,1
69,80,403017694,1
66,168,403017698,-1
112,151,403017704,1
15,54,403017715,1
36,59,403017719,1
27,178,403017743,-1
111,145,403017746,-1
42,72,403017746,-1
70,85,403017752,-1
117,140,403017760,-1
60,149,403017783,-1
91,148,403017797,1
61,97,403017809,1
15,51,403017826,1
69,91,403017841,-1
70,81,403017851,1
59,97,403017901,1
77,131,403017919,-1
25,61,403017933,-1
33,85,403017936,-1
117,138,403017946,1
94,162,403017980,-1
30,83,403018016,-1
46,145,403018023,-1
50,62,403018025,-1
69,132,403018027,-1
40,91,403018033,-1
24,55,403018056,-1
79,113,403018083,1
48,54,403018088,1
46,67,403018094,1
55,100,403018105,1
37,68,403018121,-1
80,163,403018123,-1
22,63,403018124,-1
69,90,403018128,-1
46,51,403018146,1
64,91,403018147,1
119,138,403018227,1
71,166,403018236,1
48,58,403018260,-1
95,151,403018266,1
65,78,403018270,1
110,146,403018306,-1
111,151,403018317,1
19,46,403018337,1
65,140,403018370,-1
23,53,403018375,-1
74,147,403018377,-1
29,42,403018381,1
56,98,403018388,1
65,88,403018436,1
109,157,403018446,1
52,102,403018476,-1
38,70,403018483,-1
47,96,403018493,1
27,43,403018505,1
14,66,403018508,1
54,101,403018527,-1
72,90,403018528,-1
45,164,403018529,1
67,92,403018531,-1
110,150,403018535,-1
49,66,403018543,-1
36,143,403018544,-1
95,89,403018545,-1
51,159,403018570,-1
26,80,403018591,-1
103,154,403018633,-1
27,96,403018635,-1
70,134,403018640,-1
37,55,403018658,1
97,168,403018658,-1
53,101,403018661,-1
83,161,403018676,1
64,79,403018678,1
54,97,403018713,1
113,142,403018728,-1
69,89,403018731,-1
68,132,403018731,-1
56,99,403018751,1
48,96,403018758,1
60,145,403018772,-1
86,144,403018784,1
67,81,403018798,1
66,90,403018826,1
111,149,403018827,-1
63,78,403018827,1
76,162,403018829,-1
79,142,403018839,-1
64,78,403018845,-1
65,79,403018854,1
59,98,403018944,1
26,150,403018956,-1
49,97,403018957,1
55,98,403018987,1
53,97,403019010,1
50,101,403019016,-1
21,47,403019017,1
77,123,403019023,-1
73,130,403019036,-1
65,92,403019054,1
64,94,403019068,1
153,170,403019118,-1
46,71,403019147,1
59,133,403019216,-1
70,104,403019217,-1
28,135,403019218,-1
38,54,403019230,1
51,97,403019250,1
75,166,403019280,1
49,72,403019310,-1
14,144,403019312,-1
35,69,403019314,-1
50,79,403019316,-1
41,92,403019316,-1
65,96,403019322,-1
25,151,403019327,-1
83,157,403019335,1
102,163,403019352,1
120,135,403019377,1
70,87,403019392,-1
107,158,403019396,1
17,51,403019398,1
55,101,403019400,-1
110,2,403019408,-1
52,101,403019422,-1
69,130,403019453,-1
82,136,403019485,-1
59,100,403019500,-1
67,87,403019551,1
68,79,403019559,1
62,95,403019560,1
118,140,403019575,1
115,107,403019614,-1
55,153,403019616,-1
103,148,403019618,-1
22,126,403019619,-1
79,126,403019624,-1
75,117,403019661,1
68,91,403019665,-1
93,151,403019737,-1
51,98,403019755,1
13,57,403019760,1
119,126,403019788,1
109,156,403019797,1
49,100,403019813,-1
65,164,403019823,-1
66,78,403019825,1
53,56,403019831,1
46,69,403019840,1
33,66,403019851,1
29,82,403019852,-1
46,95,403019870,1
92,135,403019910,-1
21,64,403019913,-1
71,121,403019915,-1
26,138,403019920,-1
31,65,403019931,1
39,53,403019940,1
73,162,403019949,-1
17,47,403019977,1
121,135,403019980,1
60,162,403019989,1
85,167,403019994,1
53,116,403020005,-1
109,150,403020009,-1
22,76,403020012,-1
56,101,403020013,-1
76,161,403020119,-1
50,97,403020142,1
90,153,403020147,1
60,96,403020159,1
87,144,403020197,1
96,139,403020213,-1
71,129,403020215,-1
41,63,403020218,-1
24,45,403020237,1
65,91,403020258,1
48,97,403020272,1
58,98,403020272,1
14,53,403020291,1
25,45,403020298,1
51,78,403020308,-1
70,86,403020313,-1
71,128,403020315,-1
47,69,403020315,-1
74,139,403020317,-1
34,86,403020322,-1
51,101,403020323,-1
64,141,403020331,-1
28,42,403020338,1
19,52,403020349,1
62,96,403020358,1
66,89,403020363,1
52,99,403020368,1
88,156,403020372,1
42,51,403020378,1
19,55,403020381,1
93,154,403020411,1
47,70,403020421,-1
113,144,403020433,-1
66,91,403020433,1
63,107,403020441,-1
47,95,403020457,1
66,79,403020499,1
30,42,403020503,1
70,88,403020510,-1
113,140,403020520,-1
23,44,403020549,1
67,79,403020571,1
49,98,403020586,1
26,44,403020598,1
62,158,403020623,-1
100,167,403020624,1
82,162,403020658,1
63,95,403020660,1
51,56,403020672,1
14,57,403020676,1
87,146,403020692,1
72,177,403020700,1
53,103,403020717,-1
54,99,403020718,1
21,75,403020722,-1
116,86,403020726,-1
47,147,403020735,-1
121,132,403020763,-1
87,157,403020778,1
81,129,403020818,-1
61,99,403020818,-1
53,134,403020827,-1
30,43,403020841,1
18,47,403020848,1
65,78,403020853,1
92,142,403020854,1
65,87,403020868,1
86,156,403020883,1
82,167,403020892,1
94,175,403020905,1
40,73,403020925,-1
43,138,403020930,-1
20,46,403020947,1
60,97,403020974,1
53,55,403020996,1
79,165,403021000,1
59,96,403021000,1
72,167,403021018,1
39,52,403021022,1
64,97,403021027,-1
49,68,403021029,-1
69,92,403021038,-1
63,172,403021076,1
64,89,403021097,1
63,78,403021104,1
64,96,403021119,-1
59,126,403021123,-1
38,89,403021135,-1
15,49,403021147,1
105,160,403021158,1
109,142,403021171,1
16,50,403021188,1
20,49,403021188,1
49,96,403021217,1
110,143,403021224,-1
70,91,403021227,-1
83,164,403021256,1
45,62,403021269,1
67,162,403021275,1
83,147,403021292,1
39,149,403021312,-1
13,55,403021314,1
68,90,403021326,-1
107,96,403021337,-1
37,54,403021342,1
67,78,403021343,1
95,129,403021366,-1
120,134,403021411,-1
120,134,403021416,-1
32,84,403021417,-1
68,92,403021422,-1
61,176,403021426,-1
35,66,403021443,1
61,163,403021463,1
82,170,403021474,1
73,82,403021480,1
76,85,403021503,1
30,82,403021516,-1
39,64,403021528,-1
41,80,403021538,-1
120,136,403021550,1
64,78,403021562,1
16,48,403021587,1
106,110,403021614,-1
23,54,403021622,-1
109,146,403021625,-1
101,88,403021635,-1
58,100,403021661,-1
117,142,403021695,1
115,142,403021717,-1
67,93,403021721,-1
116,141,403021724,-1
66,160,403021729,-1
113,148,403021742,1
36,61,403021765,1
54,101,403021784,-1
47,56,403021822,1
121,137,403021906,1
53,101,403021912,-1
112,145,403021916,-1
67,157,403021946,1
86,150,403021947,1
86,168,403021960,1
21,57,403022020,-1
20,74,403022021,-1
113,145,403022022,-1
112,88,403022028,-1
44,50,403022039,1
54,55,403022041,1
89,130,403022046,-1
73,170,403022060,1
69,80,403022063,1
82,157,403022072,1
72,124,403022112,-1
79,90,403022116,-1
39,66,403022122,-1
45,68,403022157,1
15,50,403022185,1
70,173,403022190,1
82,151,403022195,1
31,53,403022214,-1
12,150,403022222,-1
41,94,403022226,-1
69,89,403022227,-1
84,90,403022255,-1
100,166,403022262,1
66,86,403022322,1
22,45,403022353,1
70,130,403022373,-1
86,164,403022380,1
25,44,403022407,1
90,148,403022408,1
118,136,403022409,-1
33,71,403022423,-1
59,135,403022436,-1
14,52,403022446,1
70,165,403022466,1
119,139,403022468,-1
119,127,403022479,1
84,114,403022504,1
55,79,403022516,-1
70,133,403022522,-1
23,56,403022538,-1
70,78,403022546,1
103,162,403022558,1
45,67,403022592,1
13,63,403022593,1
19,73,403022620,-1
59,82,403022621,-1
13,56,403022622,1
110,2,403022622,-1
82,153,403022651,1
120,133,403022654,1
79,166,403022698,1
71,79,403022705,1
52,97,403022707,1
25,43,403022729,1
28,81,403022787,-1
48,69,403022793,-1
82,159,403022798,1
71,86,403022810,-1
53,99,403022853,1
68,87,403022861,1
104,161,403022875,1
42,62,403022885,-1
105,110,403022886,-1
69,88,403022886,-1
31,49,403022888,-1
55,99,403022910,1
41,51,403022919,1
70,172,403022929,1
77,114,403022938,1
67,89,403022954,1
20,50,403022978,1
46,96,403023002,1
61,96,403023014,1
119,137,403023029,-1
22,60,403023085,-1
108,148,403023099,-1
43,50,403023107,1
36,57,403023112,1
120,128,403023126,1
69,134,403023131,-1
70,163,403023132,1
87,141,403023156,1
118,103,403023189,-1
88,140,403023202,1
71,127,403023203,-1
36,58,403023209,1
48,70,403023253,-1
55,101,403023261,-1
86,91,403023267,-1
21,58,403023282,-1
119,138,403023299,1
46,68,403023302,1
55,97,403023342,1
103,107,403023350,-1
34,66,403023350,1
31,51,403023355,-1
86,145,403023384,1
38,53,403023384,1
63,94,403023386,1
49,101,403023396,1
75,167,403023401,1
82,91,403023416,1
110,155,403023417,1
57,98,403023427,1
18,46,403023432,1
63,93,403023443,1
117,137,403023445,-1
56,97,403023475,1
111,144,403023491,1
55,100,403023494,-1
72,132,403023499,-1
106,159,403023500,1
13,64,403023526,1
69,138,403023536,-1
114,143,403023549,-1
69,144,403023551,-1
75,84,403023564,1
13,59,403023578,1
13,61,403023582,1
85,93,403023615,1
101,157,403023631,-1
53,78,403023635,-1
59,146,403023636,-1
67,91,403023636,-1
36,87,403023641,-1
71,118,403023648,-1
66,78,403023651,1
64,93,403023651,1
105,139,403023658,-1
107,148,403023658,-1
74,146,403023662,-1
87,145,403023671,1
69,77,403023692,1
120,135,403023693,1
107,151,403023718,-1
83,162,403023735,1
83,92,403023764,1
95,167,403023769,-1
52,101,403023805,-1
80,155,403023807,-1
43,139,403023808,-1
51,100,403023810,-1
50,67,403023825,-1
110,85,403023835,-1
55,106,403023842,1
101,164,403023844,1
89,152,403023852,1
83,150,403023860,1
67,159,403023879,1
67,158,403023881,1
59,99,403023902,-1
37,88,403023908,-1
80,162,403023913,-1
69,133,403023914,-1
48,57,403023915,-1
61,95,403023919,1
13,65,403023921,1
57,97,403023946,1
93,143,403023984,1
13,58,403023992,1
71,132,403024011,-1
59,97,403024022,1
86,149,403024031,1
100,134,403024033,-1
90,91,403024038,-1
104,95,403024044,-1
120,132,403024049,-1
52,55,403024058,1
58,97,403024062,1
79,177,403024098,1
51,69,403024105,-1
84,164,403024158,-1
41,73,403024223,-1
73,92,403024224,-1
92,98,403024224,1
83,141,403024225,-1
57,100,403024229,-1
16,47,403024232,1
109,145,403024290,1
39,90,403024300,-1
71,91,403024320,-1
45,66,403024336,1
109,144,403024382,-1
102,106,403024396,-1
48,68,403024398,-1
98,159,403024399,-1
67,94,403024401,-1
33,67,403024401,-1
60,156,403024411,-1
20,48,403024420,1
48,96,403024432,1
67,78,403024462,1
68,79,403024475,1
26,43,403024505,1
122,111,403024522,-1
17,46,403024556,1
108,110,403024579,-1
35,68,403024583,-1
50,71,403024587,-1
64,145,403024590,-1
79,123,403024590,-1
75,146,403024591,-1
59,150,403024599,-1
62,94,403024652,1
68,90,403024668,-1
23,77,403024681,-1
106,145,403024683,-1
111,148,403024706,-1
13,60,403024738,1
19,54,403024762,1
69,145,403024766,-1
83,151,403024767,1
109,155,403024791,-1
42,60,403024801,-1
35,65,403024807,1
86,146,403024839,1
67,82,403024850,1
71,87,403024863,-1
77,150,403024871,-1
60,155,403024875,-1
74,140,403024876,-1
83,137,403024879,-1
69,143,403024885,-1
48,149,403024895,-1
67,165,403024907,1
29,178,403024909,-1
111,151,403024914,1
68,135,403024918,-1
27,42,403024944,1
73,161,403024955,1
58,77,403024959,-1
96,169,403024963,-1
56,100,403024980,-1
14,61,403024982,1
85,144,403024985,1
53,98,403025012,1
118,106,403025045,-1
42,78,403025048,-1
97,166,403025058,-1
23,57,403025078,-1
66,88,403025101,1
65,78,403025114,1
41,60,403025136,-1
105,109,403025141,-1
68,91,403025142,-1
52,98,403025150,1
47,69,403025162,-1
52,96,403025194,1
28,176,403025215,-1
66,94,403025225,-1
56,98,403025226,1
31,50,403025322,-1
47,70,403025326,-1
110,97,403025327,-1
59,136,403025346,-1
41,166,403025347,-1
119,128,403025349,1
18,60,403025353,1
82,154,403025368,1
22,57,403025383,-1
17,65,403025411,-1
56,66,403025414,-1
51,101,403025415,-1
77,130,403025418,-1
59,132,403025421,-1
45,132,403025435,-1
67,88,403025440,1
77,117,403025441,-1
53,96,403025453,1
25,64,403025453,-1
48,148,403025466,-1
13,62,403025467,1
118,139,403025501,1
50,100,403025511,-1
59,134,403025513,-1
99,82,403025516,-1
72,149,403025517,-1
110,149,403025518,-1
73,131,403025521,-1
69,87,403025535,-1
84,158,403025555,1
60,143,403025571,-1
54,96,403025577,1
13,53,403025600,1
24,60,403025612,-1
109,156,403025630,1
95,139,403025633,-1
64,113,403025642,1
63,92,403025649,1
45,69,403025695,1
71,84,403025706,-1
49,58,403025710,-1
110,2,403025711,-1
103,88,403025714,-1
45,143,403025714,-1
83,140,403025716,-1
107,159,403025800,1
49,74,403025809,-1
65,82,403025827,-1
120,130,403025830,1
49,97,403025844,1
13,54,403025871,1
48,95,403025878,1
59,140,403025882,-1
62,107,403025901,-1
49,100,403025919,-1
15,48,403025930,1
75,151,403025936,-1
87,95,403025947,1
23,45,403025969,1
67,164,403025977,1
6,152,403026006,-1
62,97,403026032,-1
81,132,403026034,-1
63,78,403026053,1
19,50,403026057,1
68,130,403026064,-1
14,51,403026067,1
108,157,403026068,1
51,55,403026077,1
106,111,403026096,-1
46,146,403026098,-1
119,126,403026099,1
22,55,403026106,-1
82,152,403026134,1
76,171,403026139,1
26,163,403026141,-1
66,93,403026146,-1
51,98,403026153,1
48,67,403026154,-1
119,127,403026159,1
72,168,403026165,1
60,110,403026165,1
49,63,403026197,-1
53,100,403026197,-1
59,153,403026198,-1
34,65,403026235,1
80,178,403026262,1
69,142,403026292,-1
55,75,403026298,-1
27,96,403026301,-1
51,99,403026309,1
73,139,403026319,-1
64,174,403026326,1
34,68,403026335,-1
56,141,403026379,-1
39,74,403026383,-1
31,83,403026387,-1
104,155,403026389,-1
53,116,403026397,-1
23,60,403026403,-1
51,96,403026412,1
23,58,403026482,-1
57,104,403026501,-1
82,163,403026532,1
91,141,403026542,1
40,79,403026570,-1
33,52,403026572,-1
117,120,403026609,-1
68,133,403026618,-1
66,122,403026622,-1
89,144,403026632,1
99,168,403026637,1
57,96,403026647,1
51,100,403026665,-1
63,133,403026670,-1
47,55,403026681,1
65,77,403026685,1
24,44,403026701,1
63,77,403026705,1
64,88,403026730,1
